Open,High,Low,Close,Tick Volume,Spread,Real Volume,Time
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
757.18,777.85,733.15,737.68,42304,0,0,2008-10-30
738.05,741.98,717.28,724.2,38503,0,0,2008-10-31
726.78,739.5,722.2,723.83,33532,0,0,2008-11-03
723.9,768.18,721.93,762.63,37023,0,0,2008-11-04
762.58,769.6,736.25,740.28,42252,0,0,2008-11-05
740.3,760.2,728.8,732.47,40722,0,0,2008-11-06
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
757.18,777.85,733.15,737.68,42304,0,0,2008-10-30
738.05,741.98,717.28,724.2,38503,0,0,2008-10-31
726.78,739.5,722.2,723.83,33532,0,0,2008-11-03
723.9,768.18,721.93,762.63,37023,0,0,2008-11-04
762.58,769.6,736.25,740.28,42252,0,0,2008-11-05
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
757.18,777.85,733.15,737.68,42304,0,0,2008-10-30
738.05,741.98,717.28,724.2,38503,0,0,2008-10-31
726.78,739.5,722.2,723.83,33532,0,0,2008-11-03
723.9,768.18,721.93,762.63,37023,0,0,2008-11-04
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
757.18,777.85,733.15,737.68,42304,0,0,2008-10-30
738.05,741.98,717.28,724.2,38503,0,0,2008-10-31
726.78,739.5,722.2,723.83,33532,0,0,2008-11-03
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
757.18,777.85,733.15,737.68,42304,0,0,2008-10-30
738.05,741.98,717.28,724.2,38503,0,0,2008-10-31
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
757.18,777.85,733.15,737.68,42304,0,0,2008-10-30
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
746.7,774.55,736.85,756.3,41445,0,0,2008-10-29
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
731.53,755.8,724.15,745.55,43490,0,0,2008-10-28
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
735.55,747.15,707.05,730.68,45962,0,0,2008-10-27
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
734.6,734.6,734.6,734.6,1,0,0,2008-10-26
850.6,872.23,822.5,832.85,35772,0,0,2008-10-13
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
721.33,749.65,681.43,734.3,48615,0,0,2008-10-24
912.2,930.48,826.63,849.55,49878,0,0,2008-10-10
850.6,872.23,822.5,832.85,35772,0,0,2008-10-13
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
729.75,735.28,698.15,721.3,42255,0,0,2008-10-23
908.05,924.5,880.75,912.23,36830,0,0,2008-10-09
912.2,930.48,826.63,849.55,49878,0,0,2008-10-10
850.6,872.23,822.5,832.85,35772,0,0,2008-10-13
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
771.7,776.95,720.34,729.7,43797,0,0,2008-10-22
887.7,921.75,877.98,908.0,42819,0,0,2008-10-08
908.05,924.5,880.75,912.23,36830,0,0,2008-10-09
912.2,930.48,826.63,849.55,49878,0,0,2008-10-10
850.6,872.23,822.5,832.85,35772,0,0,2008-10-13
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
797.25,803.65,765.3,771.65,38032,0,0,2008-10-21
859.5,891.6,856.2,887.68,40945,0,0,2008-10-07
887.7,921.75,877.98,908.0,42819,0,0,2008-10-08
908.05,924.5,880.75,912.23,36830,0,0,2008-10-09
912.2,930.48,826.63,849.55,49878,0,0,2008-10-10
850.6,872.23,822.5,832.85,35772,0,0,2008-10-13
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
776.4,810.3,776.39,797.2,39055,0,0,2008-10-20
832.9,876.3,825.5,859.53,39344,0,0,2008-10-06
859.5,891.6,856.2,887.68,40945,0,0,2008-10-07
887.7,921.75,877.98,908.0,42819,0,0,2008-10-08
908.05,924.5,880.75,912.23,36830,0,0,2008-10-09
912.2,930.48,826.63,849.55,49878,0,0,2008-10-10
850.6,872.23,822.5,832.85,35772,0,0,2008-10-13
832.98,854.1,831.35,836.55,38540,0,0,2008-10-14
836.6,856.83,831.47,846.68,37072,0,0,2008-10-15
846.73,850.15,785.18,804.3,41667,0,0,2008-10-16
804.43,815.13,772.3,783.05,40339,0,0,2008-10-17
836.05,847.5,819.2,835.45,39427,0,0,2008-10-03
832.9,876.3,825.5,859.53,39344,0,0,2008-10-06
859.5,891.6,856.2,887.68,40945,0,0,2008-10-07
887.7,921.75,877.98,908.0,42819,0,0,2008-10-08
908.05,924.5,880.75,912.23,36830,0,0,2008-10-09
